Image,Classification
179260.jpg,Barred Spiral
237990.jpg,Barred Spiral
173506.jpg,Eliptical
101996.jpg,Eliptical
74316.jpg,Barred Spiral
57136.jpg,Barred Spiral
230427.jpg,Barred Spiral
32989.jpg,Barred Spiral
27899.jpg,Eliptical
27759.jpg,Barred Spiral
211003.jpg,Spiral
142636.jpg,Barred Spiral
93046.jpg,Spiral
97411.jpg,Barred Spiral
48626.jpg,Spiral
190795.jpg,Spiral
37639.jpg,Barred Spiral
130358.jpg,Barred Spiral
52707.jpg,Spiral
245601.jpg,Eliptical
210896.jpg,Eliptical
141.jpg,Eliptical
235929.jpg,Eliptical
201215.jpg,Eliptical
135931.jpg,Barred Spiral
196171.jpg,Barred Spiral
30435.jpg,Eliptical
236597.jpg,Eliptical
164647.jpg,Barred Spiral
245258.jpg,Eliptical
131235.jpg,Eliptical
87577.jpg,Barred Spiral
160798.jpg,Barred Spiral
110541.jpg,Eliptical
3455.jpg,Barred Spiral
233484.jpg,Barred Spiral
99655.jpg,Eliptical
227896.jpg,Barred Spiral
149795.jpg,Eliptical
44834.jpg,Barred Spiral
120601.jpg,Barred Spiral
47415.jpg,Eliptical
232248.jpg,Eliptical
90248.jpg,Spiral
28506.jpg,Barred Spiral
115768.jpg,Barred Spiral
208380.jpg,Barred Spiral
226131.jpg,Spiral
136424.jpg,Eliptical
27988.jpg,Eliptical
72181.jpg,Eliptical
170181.jpg,Eliptical
195057.jpg,Spiral
236034.jpg,Eliptical
98012.jpg,Eliptical
57809.jpg,Eliptical
175664.jpg,Barred Spiral
123834.jpg,Barred Spiral
178283.jpg,Barred Spiral
233831.jpg,Spiral
54118.jpg,Barred Spiral
110036.jpg,Barred Spiral
61874.jpg,Spiral
31295.jpg,Eliptical
36761.jpg,Eliptical
25196.jpg,Barred Spiral
214979.jpg,Eliptical
128068.jpg,Barred Spiral
205158.jpg,Spiral
176196.jpg,Barred Spiral
135587.jpg,Eliptical
212989.jpg,Eliptical
108656.jpg,Eliptical
73009.jpg,Barred Spiral
28453.jpg,Spiral
62460.jpg,Barred Spiral
124832.jpg,Barred Spiral
23635.jpg,Spiral
79089.jpg,Barred Spiral
236656.jpg,Spiral
173602.jpg,Eliptical
214915.jpg,Eliptical
67111.jpg,Eliptical
227473.jpg,Eliptical
26738.jpg,Eliptical
75306.jpg,Barred Spiral
209718.jpg,Barred Spiral
98030.jpg,Barred Spiral
108606.jpg,Spiral
236683.jpg,Spiral
14812.jpg,Barred Spiral
222263.jpg,Barred Spiral
137582.jpg,Barred Spiral
152974.jpg,Eliptical
210240.jpg,Eliptical
98393.jpg,Barred Spiral
233187.jpg,Eliptical
194833.jpg,Eliptical
244098.jpg,Barred Spiral
26926.jpg,Barred Spiral
25653.jpg,Spiral
116715.jpg,Spiral
218652.jpg,Eliptical
102568.jpg,Barred Spiral
130170.jpg,Eliptical
44734.jpg,Barred Spiral
161259.jpg,Spiral
175895.jpg,Barred Spiral
89154.jpg,Spiral
69467.jpg,Eliptical
82387.jpg,Barred Spiral
6603.jpg,Eliptical
236817.jpg,Barred Spiral
52484.jpg,Barred Spiral
48024.jpg,Eliptical
168218.jpg,Eliptical
2182.jpg,Eliptical
35730.jpg,Eliptical
151295.jpg,Barred Spiral
106143.jpg,Spiral
192666.jpg,Barred Spiral
96187.jpg,Eliptical
2789.jpg,Barred Spiral
38653.jpg,Barred Spiral
33846.jpg,Barred Spiral
35020.jpg,Eliptical
199502.jpg,Eliptical
191337.jpg,Spiral
113129.jpg,Eliptical
15570.jpg,Barred Spiral
215316.jpg,Eliptical
18565.jpg,Eliptical
47017.jpg,Eliptical
159088.jpg,Eliptical
207822.jpg,Eliptical
63080.jpg,Barred Spiral
144355.jpg,Eliptical
15009.jpg,Eliptical
47173.jpg,Barred Spiral
21572.jpg,Barred Spiral
196045.jpg,Barred Spiral
80650.jpg,Eliptical
149631.jpg,Barred Spiral
143179.jpg,Barred Spiral
122209.jpg,Eliptical
115616.jpg,Barred Spiral
26505.jpg,Eliptical
167715.jpg,Barred Spiral
46375.jpg,Barred Spiral
21520.jpg,Spiral
112218.jpg,Eliptical
122302.jpg,Eliptical
239462.jpg,Eliptical
27507.jpg,Eliptical
76454.jpg,Eliptical
118945.jpg,Barred Spiral
118583.jpg,Spiral
83718.jpg,Eliptical
37243.jpg,Eliptical
9145.jpg,Barred Spiral
171651.jpg,Spiral
25807.jpg,Eliptical
172480.jpg,Spiral
24021.jpg,Spiral
176494.jpg,Barred Spiral
188783.jpg,Spiral
16945.jpg,Eliptical
214876.jpg,Barred Spiral
230841.jpg,Spiral
123344.jpg,Eliptical
106764.jpg,Barred Spiral
189085.jpg,Barred Spiral
207216.jpg,Eliptical
97138.jpg,Eliptical
23366.jpg,Barred Spiral
208498.jpg,Eliptical
41891.jpg,Eliptical
212870.jpg,Eliptical
90535.jpg,Spiral
24456.jpg,Eliptical
28212.jpg,Barred Spiral
116255.jpg,Barred Spiral
204409.jpg,Eliptical
167991.jpg,Eliptical
51215.jpg,Spiral
118886.jpg,Barred Spiral
90432.jpg,Barred Spiral
53464.jpg,Barred Spiral
58608.jpg,Spiral
189118.jpg,Eliptical
205748.jpg,Eliptical
3835.jpg,Eliptical
193007.jpg,Barred Spiral
213789.jpg,Spiral
142478.jpg,Spiral
111939.jpg,Eliptical
77929.jpg,Barred Spiral
155075.jpg,Spiral
120799.jpg,Barred Spiral
222044.jpg,Eliptical
62136.jpg,Barred Spiral
81746.jpg,Spiral
127998.jpg,Eliptical
98367.jpg,Barred Spiral
34139.jpg,Eliptical
57123.jpg,Eliptical
230716.jpg,Spiral
244447.jpg,Barred Spiral
114255.jpg,Spiral
142638.jpg,Eliptical
151411.jpg,Eliptical
117182.jpg,Eliptical
109861.jpg,Eliptical
61255.jpg,Eliptical
184212.jpg,Eliptical
181948.jpg,Spiral
154879.jpg,Spiral
183969.jpg,Barred Spiral
149591.jpg,Eliptical
167893.jpg,Spiral
212628.jpg,Eliptical
55616.jpg,Spiral
25671.jpg,Eliptical
231308.jpg,Barred Spiral
120598.jpg,Spiral
149444.jpg,Eliptical
50956.jpg,Barred Spiral
135796.jpg,Eliptical
34009.jpg,Barred Spiral
24161.jpg,Eliptical
165024.jpg,Barred Spiral
71537.jpg,Barred Spiral
26279.jpg,Eliptical
114696.jpg,Barred Spiral
158167.jpg,Spiral
187604.jpg,Spiral
165310.jpg,Barred Spiral
150073.jpg,Spiral
9517.jpg,Eliptical
196554.jpg,Eliptical
176290.jpg,Eliptical
176319.jpg,Spiral
154915.jpg,Spiral
238711.jpg,Eliptical
135843.jpg,Barred Spiral
45887.jpg,Spiral
157724.jpg,Eliptical
96140.jpg,Barred Spiral
91167.jpg,Spiral
178651.jpg,Barred Spiral
50594.jpg,Barred Spiral
195383.jpg,Barred Spiral
13414.jpg,Barred Spiral
106771.jpg,Eliptical
197785.jpg,Barred Spiral
123271.jpg,Eliptical
59430.jpg,Barred Spiral
176856.jpg,Spiral
67538.jpg,Spiral
119380.jpg,Eliptical
210688.jpg,Barred Spiral
119504.jpg,Spiral
205365.jpg,Barred Spiral
197284.jpg,Barred Spiral
15316.jpg,Spiral
175019.jpg,Barred Spiral
78509.jpg,Barred Spiral
172943.jpg,Spiral
76227.jpg,Eliptical
17749.jpg,Spiral
88283.jpg,Eliptical
84969.jpg,Barred Spiral
169912.jpg,Barred Spiral
148163.jpg,Barred Spiral
208372.jpg,Eliptical
85536.jpg,Eliptical
179875.jpg,Barred Spiral
106376.jpg,Eliptical
208654.jpg,Spiral
130178.jpg,Eliptical
163426.jpg,Barred Spiral
26201.jpg,Eliptical
217929.jpg,Spiral
11689.jpg,Spiral
64112.jpg,Barred Spiral
239745.jpg,Spiral
96975.jpg,Eliptical
82108.jpg,Spiral
10819.jpg,Barred Spiral
47952.jpg,Barred Spiral
197345.jpg,Barred Spiral
135590.jpg,Eliptical
151249.jpg,Eliptical
107270.jpg,Barred Spiral
215443.jpg,Barred Spiral
28034.jpg,Barred Spiral
95481.jpg,Barred Spiral
218692.jpg,Eliptical
201303.jpg,Eliptical
110898.jpg,Barred Spiral
86112.jpg,Spiral
83124.jpg,Eliptical
159464.jpg,Barred Spiral
139906.jpg,Eliptical
178338.jpg,Spiral
97915.jpg,Eliptical
43791.jpg,Barred Spiral
50563.jpg,Barred Spiral
196101.jpg,Eliptical
114462.jpg,Barred Spiral
245025.jpg,Spiral
219599.jpg,Spiral
171331.jpg,Eliptical
23153.jpg,Barred Spiral
134506.jpg,Barred Spiral
96952.jpg,Spiral
94078.jpg,Barred Spiral
103631.jpg,Spiral
110301.jpg,Spiral
196122.jpg,Eliptical
196213.jpg,Spiral
28065.jpg,Barred Spiral
209988.jpg,Barred Spiral
61722.jpg,Barred Spiral
156526.jpg,Barred Spiral
43693.jpg,Eliptical
134317.jpg,Barred Spiral
145253.jpg,Barred Spiral
229885.jpg,Eliptical
167516.jpg,Spiral
92828.jpg,Barred Spiral
22042.jpg,Eliptical
133384.jpg,Barred Spiral
155058.jpg,Spiral
37218.jpg,Barred Spiral
212552.jpg,Barred Spiral
9844.jpg,Eliptical
98560.jpg,Eliptical
11782.jpg,Barred Spiral
189343.jpg,Eliptical
192243.jpg,Spiral
143440.jpg,Barred Spiral
28802.jpg,Spiral
26439.jpg,Barred Spiral
205732.jpg,Barred Spiral
50544.jpg,Eliptical
50546.jpg,Eliptical
11946.jpg,Barred Spiral
169691.jpg,Eliptical
12811.jpg,Eliptical
108076.jpg,Eliptical
64259.jpg,Barred Spiral
211631.jpg,Eliptical
208781.jpg,Eliptical
208281.jpg,Eliptical
89758.jpg,Spiral
164611.jpg,Eliptical
154406.jpg,Barred Spiral
97779.jpg,Barred Spiral
156035.jpg,Barred Spiral
94953.jpg,Barred Spiral
142080.jpg,Barred Spiral
203489.jpg,Eliptical
191173.jpg,Barred Spiral
67179.jpg,Eliptical
72223.jpg,Barred Spiral
187787.jpg,Spiral
30145.jpg,Eliptical
105973.jpg,Barred Spiral
224965.jpg,Barred Spiral
163519.jpg,Eliptical
221757.jpg,Barred Spiral
113198.jpg,Spiral
210229.jpg,Eliptical
227406.jpg,Barred Spiral
66877.jpg,Eliptical
157451.jpg,Barred Spiral
96434.jpg,Eliptical
95484.jpg,Barred Spiral
24653.jpg,Spiral
31690.jpg,Eliptical
151421.jpg,Spiral
130384.jpg,Barred Spiral
140878.jpg,Spiral
1982.jpg,Eliptical
53777.jpg,Spiral
34751.jpg,Barred Spiral
208086.jpg,Barred Spiral
227132.jpg,Eliptical
50227.jpg,Barred Spiral
239277.jpg,Barred Spiral
142852.jpg,Barred Spiral
178826.jpg,Spiral
172694.jpg,Spiral
144174.jpg,Eliptical
193803.jpg,Spiral
69458.jpg,Eliptical
87699.jpg,Spiral
120614.jpg,Spiral
150289.jpg,Eliptical
64176.jpg,Eliptical
240106.jpg,Barred Spiral
93761.jpg,Barred Spiral
171243.jpg,Eliptical
1387.jpg,Barred Spiral
137054.jpg,Eliptical
87863.jpg,Barred Spiral
1515.jpg,Barred Spiral
80210.jpg,Barred Spiral
144409.jpg,Spiral
241163.jpg,Eliptical
141043.jpg,Barred Spiral
90635.jpg,Barred Spiral
162407.jpg,Spiral
38867.jpg,Barred Spiral
60307.jpg,Eliptical
213567.jpg,Barred Spiral
152950.jpg,Eliptical
32281.jpg,Barred Spiral
134215.jpg,Eliptical
221052.jpg,Barred Spiral
160759.jpg,Eliptical
128336.jpg,Barred Spiral
8805.jpg,Barred Spiral
16177.jpg,Eliptical
84732.jpg,Eliptical
180765.jpg,Eliptical
87633.jpg,Eliptical
244392.jpg,Eliptical
37780.jpg,Barred Spiral
214075.jpg,Eliptical
24110.jpg,Eliptical
94911.jpg,Barred Spiral
199464.jpg,Barred Spiral
71683.jpg,Eliptical
239386.jpg,Barred Spiral
61597.jpg,Eliptical
219210.jpg,Barred Spiral
122868.jpg,Barred Spiral
75103.jpg,Barred Spiral
53865.jpg,Eliptical
169031.jpg,Barred Spiral
142248.jpg,Barred Spiral
174994.jpg,Spiral
141987.jpg,Barred Spiral
40317.jpg,Spiral
114932.jpg,Barred Spiral
26473.jpg,Spiral
162080.jpg,Barred Spiral
179602.jpg,Spiral
208566.jpg,Eliptical
170056.jpg,Eliptical
21795.jpg,Spiral
95551.jpg,Barred Spiral
159167.jpg,Barred Spiral
190.jpg,Spiral
115853.jpg,Eliptical
191607.jpg,Eliptical
135220.jpg,Spiral
67032.jpg,Barred Spiral
12608.jpg,Eliptical
21132.jpg,Spiral
113856.jpg,Spiral
12215.jpg,Eliptical
241770.jpg,Eliptical
28474.jpg,Barred Spiral
39959.jpg,Eliptical
123082.jpg,Barred Spiral
160287.jpg,Eliptical
45573.jpg,Barred Spiral
160840.jpg,Eliptical
232288.jpg,Barred Spiral
69440.jpg,Eliptical
223685.jpg,Barred Spiral
74268.jpg,Barred Spiral
169910.jpg,Eliptical
110193.jpg,Eliptical
125464.jpg,Barred Spiral
96486.jpg,Eliptical
24082.jpg,Barred Spiral
140068.jpg,Eliptical
116337.jpg,Spiral
196501.jpg,Barred Spiral
191777.jpg,Eliptical
9888.jpg,Barred Spiral
91605.jpg,Eliptical
36576.jpg,Spiral
99122.jpg,Barred Spiral
61753.jpg,Spiral
83191.jpg,Barred Spiral
164628.jpg,Spiral
28064.jpg,Eliptical
101035.jpg,Barred Spiral
31651.jpg,Barred Spiral
177789.jpg,Spiral
131226.jpg,Barred Spiral
119232.jpg,Eliptical
188928.jpg,Eliptical
64643.jpg,Eliptical
184350.jpg,Spiral
230718.jpg,Barred Spiral
139753.jpg,Spiral
144321.jpg,Spiral
133943.jpg,Barred Spiral
83268.jpg,Eliptical
51203.jpg,Eliptical
126600.jpg,Eliptical
193603.jpg,Barred Spiral
229053.jpg,Eliptical
163713.jpg,Barred Spiral
21328.jpg,Barred Spiral
103058.jpg,Barred Spiral
151454.jpg,Barred Spiral
227396.jpg,Eliptical
157036.jpg,Eliptical
88558.jpg,Barred Spiral
63586.jpg,Barred Spiral
20735.jpg,Eliptical
239360.jpg,Eliptical
133696.jpg,Barred Spiral
74981.jpg,Spiral
180694.jpg,Barred Spiral
240518.jpg,Spiral
88314.jpg,Barred Spiral
44575.jpg,Spiral
7474.jpg,Barred Spiral
163366.jpg,Eliptical
153669.jpg,Eliptical
10324.jpg,Spiral
69507.jpg,Eliptical
70655.jpg,Eliptical
59839.jpg,Barred Spiral
92052.jpg,Barred Spiral
49275.jpg,Eliptical
132567.jpg,Eliptical
53275.jpg,Eliptical
171736.jpg,Barred Spiral
2265.jpg,Barred Spiral
200528.jpg,Eliptical
175988.jpg,Eliptical
103763.jpg,Barred Spiral
210039.jpg,Eliptical
139304.jpg,Eliptical
198587.jpg,Barred Spiral
225885.jpg,Barred Spiral
88165.jpg,Spiral
169962.jpg,Spiral
228747.jpg,Eliptical
1143.jpg,Eliptical
46518.jpg,Barred Spiral
211397.jpg,Spiral
77808.jpg,Spiral
85931.jpg,Eliptical
179002.jpg,Eliptical
131250.jpg,Barred Spiral
133124.jpg,Spiral
138311.jpg,Eliptical
201694.jpg,Eliptical
66523.jpg,Barred Spiral
133214.jpg,Eliptical
16811.jpg,Barred Spiral
180508.jpg,Barred Spiral
34987.jpg,Eliptical
145469.jpg,Spiral
109862.jpg,Spiral
204158.jpg,Spiral
212031.jpg,Barred Spiral
222903.jpg,Spiral
44992.jpg,Spiral
220159.jpg,Eliptical
12556.jpg,Barred Spiral
78737.jpg,Eliptical
63363.jpg,Eliptical
132143.jpg,Eliptical
239216.jpg,Spiral
230764.jpg,Eliptical
313.jpg,Spiral
235368.jpg,Eliptical
137299.jpg,Eliptical
184634.jpg,Eliptical
165686.jpg,Eliptical
126405.jpg,Barred Spiral
16161.jpg,Barred Spiral
217170.jpg,Barred Spiral
203734.jpg,Barred Spiral
118230.jpg,Eliptical
226249.jpg,Eliptical
221302.jpg,Eliptical
243049.jpg,Eliptical
17870.jpg,Barred Spiral
118640.jpg,Spiral
131295.jpg,Eliptical
238215.jpg,Barred Spiral
181103.jpg,Barred Spiral
9039.jpg,Eliptical
212052.jpg,Barred Spiral
61343.jpg,Barred Spiral
118200.jpg,Barred Spiral
29715.jpg,Barred Spiral
208560.jpg,Barred Spiral
53485.jpg,Barred Spiral
156569.jpg,Spiral
28099.jpg,Eliptical
50990.jpg,Eliptical
153077.jpg,Barred Spiral
128978.jpg,Barred Spiral
221497.jpg,Barred Spiral
214479.jpg,Eliptical
124462.jpg,Barred Spiral
214969.jpg,Barred Spiral
123864.jpg,Spiral
243195.jpg,Eliptical
154260.jpg,Eliptical
49334.jpg,Spiral
159773.jpg,Spiral
45736.jpg,Spiral
113935.jpg,Barred Spiral
53423.jpg,Spiral
124286.jpg,Barred Spiral
83674.jpg,Barred Spiral
66580.jpg,Eliptical
115578.jpg,Barred Spiral
49035.jpg,Barred Spiral
150729.jpg,Spiral
46455.jpg,Eliptical
84585.jpg,Eliptical
190861.jpg,Eliptical
46715.jpg,Barred Spiral
37166.jpg,Eliptical
37927.jpg,Eliptical
23260.jpg,Eliptical
177302.jpg,Barred Spiral
112713.jpg,Eliptical
114186.jpg,Spiral
67855.jpg,Eliptical
204847.jpg,Eliptical
148322.jpg,Eliptical
18512.jpg,Barred Spiral
149917.jpg,Barred Spiral
117819.jpg,Spiral
170519.jpg,Eliptical
162147.jpg,Spiral
136068.jpg,Barred Spiral
115408.jpg,Spiral
151384.jpg,Eliptical
173085.jpg,Eliptical
105702.jpg,Eliptical
161909.jpg,Barred Spiral
39440.jpg,Spiral
20947.jpg,Barred Spiral
157654.jpg,Eliptical
36879.jpg,Barred Spiral
151194.jpg,Eliptical
57654.jpg,Eliptical
174193.jpg,Eliptical
74288.jpg,Eliptical
198634.jpg,Eliptical
134861.jpg,Barred Spiral
25084.jpg,Barred Spiral
192671.jpg,Eliptical
12739.jpg,Eliptical
74398.jpg,Eliptical
178469.jpg,Barred Spiral
7022.jpg,Barred Spiral
12165.jpg,Eliptical
244828.jpg,Eliptical
65333.jpg,Barred Spiral
226556.jpg,Eliptical
109375.jpg,Spiral
107280.jpg,Barred Spiral
85409.jpg,Barred Spiral
82745.jpg,Barred Spiral
74250.jpg,Barred Spiral
119257.jpg,Eliptical
221102.jpg,Eliptical
198243.jpg,Barred Spiral
197000.jpg,Barred Spiral
52828.jpg,Eliptical
226200.jpg,Eliptical
49458.jpg,Barred Spiral
33617.jpg,Eliptical
174475.jpg,Eliptical
214793.jpg,Eliptical
157565.jpg,Barred Spiral
50784.jpg,Eliptical
83711.jpg,Barred Spiral
4609.jpg,Barred Spiral
241011.jpg,Eliptical
4664.jpg,Spiral
114896.jpg,Eliptical
78822.jpg,Eliptical
192894.jpg,Eliptical
242795.jpg,Barred Spiral
108023.jpg,Barred Spiral
234772.jpg,Barred Spiral
40507.jpg,Eliptical
158984.jpg,Eliptical
70747.jpg,Eliptical
35908.jpg,Eliptical
60581.jpg,Barred Spiral
36745.jpg,Eliptical
84269.jpg,Eliptical
78789.jpg,Spiral
25221.jpg,Barred Spiral
136177.jpg,Spiral
101890.jpg,Spiral
1533.jpg,Eliptical
175073.jpg,Spiral
180504.jpg,Barred Spiral
188002.jpg,Barred Spiral
184866.jpg,Spiral
112697.jpg,Barred Spiral
96113.jpg,Barred Spiral
10366.jpg,Barred Spiral
239869.jpg,Eliptical
216012.jpg,Barred Spiral
14727.jpg,Eliptical
181340.jpg,Barred Spiral
10740.jpg,Barred Spiral
231330.jpg,Barred Spiral
116768.jpg,Eliptical
175184.jpg,Spiral
22603.jpg,Eliptical
68572.jpg,Eliptical
220521.jpg,Barred Spiral
235717.jpg,Spiral
216384.jpg,Eliptical
56674.jpg,Eliptical
562.jpg,Eliptical
190657.jpg,Eliptical
96002.jpg,Barred Spiral
184108.jpg,Eliptical
108006.jpg,Barred Spiral
206306.jpg,Barred Spiral
41022.jpg,Barred Spiral
57499.jpg,Spiral
92303.jpg,Eliptical
106186.jpg,Spiral
5280.jpg,Barred Spiral
32815.jpg,Barred Spiral
171014.jpg,Barred Spiral
34065.jpg,Eliptical
84974.jpg,Barred Spiral
130316.jpg,Barred Spiral
117519.jpg,Spiral
209234.jpg,Eliptical
183887.jpg,Spiral
112549.jpg,Eliptical
55962.jpg,Barred Spiral
167302.jpg,Barred Spiral
132429.jpg,Spiral
156132.jpg,Eliptical
150466.jpg,Spiral
94246.jpg,Barred Spiral
105967.jpg,Eliptical
169081.jpg,Barred Spiral
7545.jpg,Barred Spiral
234777.jpg,Eliptical
143816.jpg,Barred Spiral
30765.jpg,Eliptical
63265.jpg,Eliptical
136537.jpg,Barred Spiral
219523.jpg,Barred Spiral
221625.jpg,Eliptical
227692.jpg,Eliptical
92875.jpg,Barred Spiral
57815.jpg,Barred Spiral
223682.jpg,Barred Spiral
64562.jpg,Eliptical
242497.jpg,Eliptical
86107.jpg,Barred Spiral
191048.jpg,Barred Spiral
152706.jpg,Eliptical
181187.jpg,Barred Spiral
131390.jpg,Barred Spiral
173773.jpg,Eliptical
39225.jpg,Barred Spiral
233112.jpg,Barred Spiral
358.jpg,Eliptical
118986.jpg,Eliptical
125070.jpg,Eliptical
131193.jpg,Barred Spiral
88917.jpg,Eliptical
219039.jpg,Barred Spiral
203294.jpg,Eliptical
69068.jpg,Eliptical
71632.jpg,Barred Spiral
198701.jpg,Eliptical
67917.jpg,Spiral
91024.jpg,Spiral
125886.jpg,Eliptical
74903.jpg,Eliptical
111647.jpg,Eliptical
70632.jpg,Eliptical
66095.jpg,Eliptical
52383.jpg,Eliptical
66492.jpg,Spiral
244113.jpg,Eliptical
25766.jpg,Barred Spiral
99697.jpg,Eliptical
189149.jpg,Eliptical
136781.jpg,Barred Spiral
230154.jpg,Eliptical
52467.jpg,Barred Spiral
214545.jpg,Eliptical
174448.jpg,Eliptical
219504.jpg,Eliptical
210183.jpg,Barred Spiral
82366.jpg,Barred Spiral
222107.jpg,Barred Spiral
222493.jpg,Barred Spiral
219240.jpg,Spiral
158869.jpg,Eliptical
158366.jpg,Eliptical
158538.jpg,Eliptical
141741.jpg,Eliptical
136857.jpg,Spiral
137774.jpg,Eliptical
102965.jpg,Spiral
34077.jpg,Barred Spiral
126677.jpg,Eliptical
79752.jpg,Barred Spiral
121982.jpg,Eliptical
214666.jpg,Barred Spiral
125999.jpg,Barred Spiral
179992.jpg,Eliptical
44444.jpg,Barred Spiral
210241.jpg,Barred Spiral
15825.jpg,Spiral
101990.jpg,Barred Spiral
167560.jpg,Spiral
109045.jpg,Eliptical
148639.jpg,Barred Spiral
48342.jpg,Barred Spiral
81619.jpg,Barred Spiral
212553.jpg,Barred Spiral
195843.jpg,Eliptical
68594.jpg,Eliptical
134839.jpg,Barred Spiral
14787.jpg,Spiral
233632.jpg,Eliptical
162229.jpg,Barred Spiral
204828.jpg,Eliptical
214267.jpg,Barred Spiral
140936.jpg,Barred Spiral
149001.jpg,Barred Spiral
228096.jpg,Spiral
208610.jpg,Barred Spiral
52339.jpg,Eliptical
356.jpg,Spiral
209566.jpg,Spiral
73156.jpg,Eliptical
176935.jpg,Barred Spiral
99258.jpg,Barred Spiral
120010.jpg,Spiral
181156.jpg,Barred Spiral
34161.jpg,Eliptical
153826.jpg,Barred Spiral
141290.jpg,Eliptical
239292.jpg,Spiral
42243.jpg,Eliptical
127564.jpg,Eliptical
179026.jpg,Barred Spiral
175544.jpg,Barred Spiral
114657.jpg,Eliptical
111101.jpg,Eliptical
13040.jpg,Spiral
55125.jpg,Barred Spiral
116907.jpg,Barred Spiral
153444.jpg,Eliptical
84954.jpg,Eliptical
100864.jpg,Spiral
53841.jpg,Eliptical
131138.jpg,Spiral
242339.jpg,Barred Spiral
19853.jpg,Eliptical
34436.jpg,Eliptical
40637.jpg,Eliptical
244180.jpg,Spiral
50247.jpg,Barred Spiral
182191.jpg,Eliptical
110579.jpg,Barred Spiral
7161.jpg,Spiral
91383.jpg,Barred Spiral
106245.jpg,Eliptical
90862.jpg,Spiral
8898.jpg,Eliptical
157189.jpg,Spiral
9244.jpg,Barred Spiral
216140.jpg,Spiral
173107.jpg,Barred Spiral
227533.jpg,Eliptical
98824.jpg,Spiral
63610.jpg,Spiral
86714.jpg,Eliptical
54859.jpg,Eliptical
3333.jpg,Eliptical
239213.jpg,Eliptical
161358.jpg,Barred Spiral
1718.jpg,Barred Spiral
203727.jpg,Spiral
20611.jpg,Eliptical
80768.jpg,Spiral
18408.jpg,Barred Spiral
210647.jpg,Spiral
158899.jpg,Spiral
176999.jpg,Spiral
235956.jpg,Eliptical
216544.jpg,Barred Spiral
59552.jpg,Barred Spiral
137990.jpg,Spiral
160426.jpg,Spiral
171407.jpg,Eliptical
127661.jpg,Eliptical
82586.jpg,Barred Spiral
171903.jpg,Eliptical
234078.jpg,Spiral
215418.jpg,Spiral
92358.jpg,Barred Spiral
240489.jpg,Barred Spiral
215421.jpg,Barred Spiral
93614.jpg,Eliptical
36726.jpg,Eliptical
151714.jpg,Eliptical
245465.jpg,Eliptical
55798.jpg,Barred Spiral
131230.jpg,Eliptical
233794.jpg,Barred Spiral
69890.jpg,Eliptical
2532.jpg,Barred Spiral
107279.jpg,Spiral
118907.jpg,Eliptical
156768.jpg,Eliptical
49766.jpg,Spiral
16299.jpg,Spiral
41626.jpg,Spiral
72905.jpg,Eliptical
176661.jpg,Spiral
48217.jpg,Eliptical
110368.jpg,Barred Spiral
64174.jpg,Eliptical
57791.jpg,Barred Spiral
40375.jpg,Barred Spiral
166871.jpg,Eliptical
109770.jpg,Spiral
195972.jpg,Barred Spiral
58254.jpg,Spiral
120806.jpg,Eliptical
84748.jpg,Eliptical
180973.jpg,Eliptical
100710.jpg,Eliptical
222880.jpg,Barred Spiral
94133.jpg,Eliptical
103826.jpg,Spiral
103394.jpg,Spiral
54085.jpg,Barred Spiral
173313.jpg,Barred Spiral
216505.jpg,Barred Spiral
190984.jpg,Eliptical
184725.jpg,Barred Spiral
36573.jpg,Eliptical
87241.jpg,Spiral
102049.jpg,Spiral
182071.jpg,Eliptical
165324.jpg,Spiral
168903.jpg,Barred Spiral
158404.jpg,Eliptical
178919.jpg,Eliptical
93872.jpg,Barred Spiral
19791.jpg,Barred Spiral
217510.jpg,Eliptical
15117.jpg,Eliptical
107088.jpg,Eliptical
225682.jpg,Eliptical
111462.jpg,Barred Spiral
17655.jpg,Spiral
52056.jpg,Barred Spiral
95379.jpg,Spiral
221241.jpg,Barred Spiral
11985.jpg,Spiral
240239.jpg,Eliptical
5505.jpg,Barred Spiral
60173.jpg,Eliptical
52570.jpg,Barred Spiral
149081.jpg,Spiral
241258.jpg,Eliptical
142877.jpg,Eliptical
203453.jpg,Barred Spiral
59717.jpg,Barred Spiral
37316.jpg,Eliptical
221000.jpg,Eliptical
160466.jpg,Barred Spiral
149743.jpg,Eliptical
217419.jpg,Eliptical
214151.jpg,Eliptical
25935.jpg,Eliptical
19554.jpg,Barred Spiral
80840.jpg,Spiral
136776.jpg,Eliptical
7120.jpg,Eliptical
150264.jpg,Eliptical
32914.jpg,Eliptical
172420.jpg,Eliptical
137241.jpg,Spiral
121802.jpg,Eliptical
22266.jpg,Barred Spiral
22920.jpg,Barred Spiral
145133.jpg,Eliptical
240796.jpg,Barred Spiral
190842.jpg,Barred Spiral
169136.jpg,Eliptical
110923.jpg,Barred Spiral
56810.jpg,Barred Spiral
153149.jpg,Barred Spiral
171724.jpg,Eliptical
31223.jpg,Spiral
7967.jpg,Spiral
234676.jpg,Barred Spiral
233396.jpg,Barred Spiral
139493.jpg,Barred Spiral
55010.jpg,Spiral
123869.jpg,Barred Spiral
150901.jpg,Barred Spiral
170183.jpg,Barred Spiral
917.jpg,Eliptical
34656.jpg,Barred Spiral
107769.jpg,Barred Spiral
67076.jpg,Barred Spiral
47773.jpg,Spiral
